record_id,raw_name,canonical_name,dataset,script,language_hint,country,variants_json,warnings_json,metadata_json
sage-67b5f30ccfc437a9,Dayanand Rajwanshi,dayanand rajwanshi,sage_multilingual,Latn,multi,India,"{""native"": ""dayanand rajwanshi""}",[],"{""source_row"": 74189}"
sage-05c50d5be71555f2,Dilip Kumar,dilip kumar,sage_multilingual,Latn,multi,India,"{""native"": ""dilip kumar""}",[],"{""source_row"": 74190}"
sage-3e712cff8c480ea6,Din Dayal Bharti Alias Kapil Chaudhri,din dayal bharti alias kapil chaudhri,sage_multilingual,Latn,multi,India,"{""native"": ""din dayal bharti alias kapil chaudhri""}",[],"{""source_row"": 74191}"
sage-727cea8f589928a2,Giridhar Sapera,giridhar sapera,sage_multilingual,Latn,multi,India,"{""native"": ""giridhar sapera""}",[],"{""source_row"": 74192}"
sage-7bb2681152fa256f,Jitan Ram Manjhi,jitan ram manjhi,sage_multilingual,Latn,multi,India,"{""native"": ""jitan ram manjhi""}",[],"{""source_row"": 74193}"
sage-fcb5472dd40acad3,Prakash Chandra,prakash chandra,sage_multilingual,Latn,multi,India,"{""native"": ""prakash chandra""}",[],"{""source_row"": 74194}"
sage-6d02e33c41a6703d,Rajesh Kumar Paswan,rajesh kumar paswan,sage_multilingual,Latn,multi,India,"{""native"": ""rajesh kumar paswan""}",[],"{""source_row"": 74195}"
sage-dda8dd127141821d,Rakesh Chaudhari,rakesh chaudhari,sage_multilingual,Latn,multi,India,"{""native"": ""rakesh chaudhari""}",[],"{""source_row"": 74196}"
sage-1c5f9e1552e22646,Sheo Shankar,sheo shankar,sage_multilingual,Latn,multi,India,"{""native"": ""sheo shankar""}",[],"{""source_row"": 74197}"
sage-ce64cd5c21cb3e0a,Sunil Paswan,sunil paswan,sage_multilingual,Latn,multi,India,"{""native"": ""sunil paswan""}",[],"{""source_row"": 74198}"
sage-9397325e83989ddd,Umesh Rajak,umesh rajak,sage_multilingual,Latn,multi,India,"{""native"": ""umesh rajak""}",[],"{""source_row"": 74199}"
sage-e4b698feb4939b3c,Vijay Kumar,vijay kumar,sage_multilingual,Latn,multi,India,"{""native"": ""vijay kumar""}",[],"{""source_row"": 74200}"
sage-5090ecf08c61003b,Vijay Kumar Chaudhary,vijay kumar chaudhary,sage_multilingual,Latn,multi,India,"{""native"": ""vijay kumar chaudhary""}",[],"{""source_row"": 74201}"
sage-a5e2d670e59497e5,Aditya Pradhan,aditya pradhan,sage_multilingual,Latn,multi,India,"{""native"": ""aditya pradhan""}",[],"{""source_row"": 74222}"
sage-b8e3b1387836f970,Chandan Singh,chandan singh,sage_multilingual,Latn,multi,India,"{""native"": ""chandan singh""}",[],"{""source_row"": 74223}"
sage-3a25df52f73f92eb,Mokim Uddin,mokim uddin,sage_multilingual,Latn,multi,India,"{""native"": ""mokim uddin""}",[],"{""source_row"": 74224}"
sage-b42c5783bd5ba830,Naresh Prasad,naresh prasad,sage_multilingual,Latn,multi,India,"{""native"": ""naresh prasad""}",[],"{""source_row"": 74225}"
sage-2875f8afcfd9a1cb,Nivedita Singh,nivedita singh,sage_multilingual,Latn,multi,India,"{""native"": ""nivedita singh""}",[],"{""source_row"": 74226}"
sage-b6fcd78bcfa77f4a,Prof. K. B. Prasad,prof k b prasad,sage_multilingual,Latn,multi,India,"{""native"": ""prof k b prasad""}",[],"{""source_row"": 74227}"
sage-5dd527fe85de0bda,Rakesh Raushan,rakesh raushan,sage_multilingual,Latn,multi,India,"{""native"": ""rakesh raushan""}",[],"{""source_row"": 74228}"
sage-fdd575ebbbd64361,Ranganatha Chary,ranganatha chary,sage_multilingual,Latn,multi,India,"{""native"": ""ranganatha chary""}",[],"{""source_row"": 74229}"
sage-ad504abf328cb0c6,Tulsi Dayal,tulsi dayal,sage_multilingual,Latn,multi,India,"{""native"": ""tulsi dayal""}",[],"{""source_row"": 74230}"
sage-7bb5254b78b8dd7d,Vibha Devi,vibha devi,sage_multilingual,Latn,multi,India,"{""native"": ""vibha devi""}",[],"{""source_row"": 74231}"
sage-8077174a01f4b6be,Vijay Ram,vijay ram,sage_multilingual,Latn,multi,India,"{""native"": ""vijay ram""}",[],"{""source_row"": 74232}"
sage-55babb897f88ecf5,Vishnu Dev Yadav,vishnu dev yadav,sage_multilingual,Latn,multi,India,"{""native"": ""vishnu dev yadav""}",[],"{""source_row"": 74233}"
sage-8e741f827f7f8429,Ajit Kumar,ajit kumar,sage_multilingual,Latn,multi,India,"{""native"": ""ajit kumar""}",[],"{""source_row"": 74234}"
sage-593309f4a524f9a1,Amarjit Patel,amarjit patel,sage_multilingual,Latn,multi,India,"{""native"": ""amarjit patel""}",[],"{""source_row"": 74235}"
sage-e06cda66478f3400,Arvind Kumar Sharma,arvind kumar sharma,sage_multilingual,Latn,multi,India,"{""native"": ""arvind kumar sharma""}",[],"{""source_row"": 74236}"
sage-801339cd55482a35,Dina Saw,dina saw,sage_multilingual,Latn,multi,India,"{""native"": ""dina saw""}",[],"{""source_row"": 74237}"
sage-0e5d59f69f5c34af,Dr.rajesh Kumar Ratnakar,drrajesh kumar ratnakar,sage_multilingual,Latn,multi,India,"{""native"": ""drrajesh kumar ratnakar""}",[],"{""source_row"": 74238}"
sage-302e52af83b0a04a,Krishna Murari Kumar,krishna murari kumar,sage_multilingual,Latn,multi,India,"{""native"": ""krishna murari kumar""}",[],"{""source_row"": 74239}"
sage-ac0250f84987f66d,Kumar Navneet Himanshu,kumar navneet himanshu,sage_multilingual,Latn,multi,India,"{""native"": ""kumar navneet himanshu""}",[],"{""source_row"": 74240}"
sage-6c884aac621a2006,Mahesh Ram,mahesh ram,sage_multilingual,Latn,multi,India,"{""native"": ""mahesh ram""}",[],"{""source_row"": 74241}"
sage-5a6d68f38aaf0130,Nilam Devi,nilam devi,sage_multilingual,Latn,multi,India,"{""native"": ""nilam devi""}",[],"{""source_row"": 74242}"
sage-75606cda59c9a14b,Panchanand Singh,panchanand singh,sage_multilingual,Latn,multi,India,"{""native"": ""panchanand singh""}",[],"{""source_row"": 74243}"
sage-56a40a5de7b6bbc2,Pranay Kumar,pranay kumar,sage_multilingual,Latn,multi,India,"{""native"": ""pranay kumar""}",[],"{""source_row"": 74244}"
sage-f943749e379316f0,Rajiv Ranjan Singh Alias Lalan Singh,rajiv ranjan singh alias lalan singh,sage_multilingual,Latn,multi,India,"{""native"": ""rajiv ranjan singh alias lalan singh""}",[],"{""source_row"": 74245}"
sage-e97c92cf55666266,Raushan Kumar,raushan kumar,sage_multilingual,Latn,multi,India,"{""native"": ""raushan kumar""}",[],"{""source_row"": 74246}"
sage-134943b12f6770ae,Sanjay Kesari,sanjay kesari,sage_multilingual,Latn,multi,India,"{""native"": ""sanjay kesari""}",[],"{""source_row"": 74247}"
sage-2f75542700d5c8df,Sonelal Kora,sonelal kora,sage_multilingual,Latn,multi,India,"{""native"": ""sonelal kora""}",[],"{""source_row"": 74248}"
sage-8dcca6daf452f6fc,Suryoday Paswan,suryoday paswan,sage_multilingual,Latn,multi,India,"{""native"": ""suryoday paswan""}",[],"{""source_row"": 74249}"
sage-1fabe730e2235ce6,Uchit Kumar,uchit kumar,sage_multilingual,Latn,multi,India,"{""native"": ""uchit kumar""}",[],"{""source_row"": 74250}"
sage-d84ce375cb25d607,Vikash Kumar Arya,vikash kumar arya,sage_multilingual,Latn,multi,India,"{""native"": ""vikash kumar arya""}",[],"{""source_row"": 74251}"
sage-8ab5ee3cd769d6f0,Abhishek Kumar Alias Rinku Ji,abhishek kumar alias rinku ji,sage_multilingual,Latn,multi,India,"{""native"": ""abhishek kumar alias rinku ji""}",[],"{""source_row"": 74263}"
sage-1e0a1b6ef736707a,Amar Nath Yadav,amar nath yadav,sage_multilingual,Latn,multi,India,"{""native"": ""amar nath yadav""}",[],"{""source_row"": 74264}"
sage-ddb81624fef4a846,Amarjit Prasad,amarjit prasad,sage_multilingual,Latn,multi,India,"{""native"": ""amarjit prasad""}",[],"{""source_row"": 74265}"
sage-545c9ac75edf98cc,Anil Kumar Verma,anil kumar verma,sage_multilingual,Latn,multi,India,"{""native"": ""anil kumar verma""}",[],"{""source_row"": 74266}"
sage-68d1d184a92c174f,Balmiki Prasad Gupta,balmiki prasad gupta,sage_multilingual,Latn,multi,India,"{""native"": ""balmiki prasad gupta""}",[],"{""source_row"": 74267}"
sage-65a26c1bb3215678,Bijay Bahadur Singh,bijay bahadur singh,sage_multilingual,Latn,multi,India,"{""native"": ""bijay bahadur singh""}",[],"{""source_row"": 74268}"
sage-43ef004111264e11,Deva Kant Mishra Alias Munna Bhaiya,deva kant mishra alias munna bhaiya,sage_multilingual,Latn,multi,India,"{""native"": ""deva kant mishra alias munna bhaiya""}",[],"{""source_row"": 74269}"
sage-70f095c8fc3a19a3,Hena Shahab,hena shahab,sage_multilingual,Latn,multi,India,"{""native"": ""hena shahab""}",[],"{""source_row"": 74270}"
sage-d89d2d70892ad596,Jai Prakash Prasad Alias J.p.bhai,jai prakash prasad alias jpbhai,sage_multilingual,Latn,multi,India,"{""native"": ""jai prakash prasad alias jpbhai""}",[],"{""source_row"": 74271}"
sage-0549c89e3f35e1bd,Kavita Singh,kavita singh,sage_multilingual,Latn,multi,India,"{""native"": ""kavita singh""}",[],"{""source_row"": 74272}"
sage-8635568f1ea4eff6,Madhuri Pandey,madhuri pandey,sage_multilingual,Latn,multi,India,"{""native"": ""madhuri pandey""}",[],"{""source_row"": 74273}"
sage-53dbba0be6f84741,Narad Pandit,narad pandit,sage_multilingual,Latn,multi,India,"{""native"": ""narad pandit""}",[],"{""source_row"": 74274}"
sage-8c8a9b76bc819428,Parmanand Gond,parmanand gond,sage_multilingual,Latn,multi,India,"{""native"": ""parmanand gond""}",[],"{""source_row"": 74275}"
sage-d4013c526d0d1685,Rohit Kumar Yadav,rohit kumar yadav,sage_multilingual,Latn,multi,India,"{""native"": ""rohit kumar yadav""}",[],"{""source_row"": 74276}"
sage-093d4edbd08af97d,Sanjay Prajapatee,sanjay prajapatee,sage_multilingual,Latn,multi,India,"{""native"": ""sanjay prajapatee""}",[],"{""source_row"": 74277}"
sage-d9a8b4fb0b63ecea,Satyendra Kushwaha,satyendra kushwaha,sage_multilingual,Latn,multi,India,"{""native"": ""satyendra kushwaha""}",[],"{""source_row"": 74278}"
sage-9d9c37d538014a59,Shabana,shabana,sage_multilingual,Latn,multi,India,"{""native"": ""shabana""}",[],"{""source_row"": 74279}"
sage-288fbb103ee2fb5b,Sudhir Kuamr Singh,sudhir kuamr singh,sage_multilingual,Latn,multi,India,"{""native"": ""sudhir kuamr singh""}",[],"{""source_row"": 74280}"
sage-152f9606855efb8e,Upendra Kumar Giri,upendra kumar giri,sage_multilingual,Latn,multi,India,"{""native"": ""upendra kumar giri""}",[],"{""source_row"": 74281}"
sage-413be4a6bbee2be6,Abha Rai,abha rai,sage_multilingual,Latn,multi,India,"{""native"": ""abha rai""}",[],"{""source_row"": 74282}"
sage-97c200fce61f6194,Abhay Kumar Sharma,abhay kumar sharma,sage_multilingual,Latn,multi,India,"{""native"": ""abhay kumar sharma""}",[],"{""source_row"": 74283}"
sage-366bc6dd84d4ba54,Amit Vikram,amit vikram,sage_multilingual,Latn,multi,India,"{""native"": ""amit vikram""}",[],"{""source_row"": 74284}"
sage-e0d175f369d479e3,Arvind Kumar Singh,arvind kumar singh,sage_multilingual,Latn,multi,India,"{""native"": ""arvind kumar singh""}",[],"{""source_row"": 74285}"
sage-45bcf2854575a03b,Balak Nath Sahani,balak nath sahani,sage_multilingual,Latn,multi,India,"{""native"": ""balak nath sahani""}",[],"{""source_row"": 74286}"
sage-b87527aea4b89a00,Beena Devi (W/O Ajit Kumar Ray),beena devi wo ajit kumar ray,sage_multilingual,Latn,multi,India,"{""native"": ""beena devi wo ajit kumar ray""}",[],"{""source_row"": 74287}"
sage-6e2f72d211afd101,Dhanvanti Devi,dhanvanti devi,sage_multilingual,Latn,multi,India,"{""native"": ""dhanvanti devi""}",[],"{""source_row"": 74288}"
sage-5b4d58fad7ef161b,Ismohamad Alias Md. Munna,ismohamad alias md munna,sage_multilingual,Latn,multi,India,"{""native"": ""ismohamad alias md munna""}",[],"{""source_row"": 74289}"
sage-679e992383277034,Laljee Kumar Rakesh,laljee kumar rakesh,sage_multilingual,Latn,multi,India,"{""native"": ""laljee kumar rakesh""}",[],"{""source_row"": 74290}"
sage-fae8364bde320a2e,Naresh Ram,naresh ram,sage_multilingual,Latn,multi,India,"{""native"": ""naresh ram""}",[],"{""source_row"": 74291}"
sage-69abadb51571e8e1,Raghuvansh Prasad Singh,raghuvansh prasad singh,sage_multilingual,Latn,multi,India,"{""native"": ""raghuvansh prasad singh""}",[],"{""source_row"": 74293}"
sage-f4959426966a63b0,Rameshwar Sah,rameshwar sah,sage_multilingual,Latn,multi,India,"{""native"": ""rameshwar sah""}",[],"{""source_row"": 74294}"
sage-f5a82c0ed0723b3b,Reshami Devi,reshami devi,sage_multilingual,Latn,multi,India,"{""native"": ""reshami devi""}",[],"{""source_row"": 74295}"
sage-6fd7c8153b6b2c28,Rinkoo Devi,rinkoo devi,sage_multilingual,Latn,multi,India,"{""native"": ""rinkoo devi""}",[],"{""source_row"": 74296}"
sage-a23d487e3d9e7d51,Satish Kumar Mishra,satish kumar mishra,sage_multilingual,Latn,multi,India,"{""native"": ""satish kumar mishra""}",[],"{""source_row"": 74297}"
sage-d2c3b04caf1d3f7e,Shankar Mahto,shankar mahto,sage_multilingual,Latn,multi,India,"{""native"": ""shankar mahto""}",[],"{""source_row"": 74298}"
sage-d2dba9557f06500b,Sudha Rani,sudha rani,sage_multilingual,Latn,multi,India,"{""native"": ""sudha rani""}",[],"{""source_row"": 74299}"
sage-ce5b66318970fa45,Suresh Kumar Gupta,suresh kumar gupta,sage_multilingual,Latn,multi,India,"{""native"": ""suresh kumar gupta""}",[],"{""source_row"": 74300}"
sage-5c579749289f02e7,Sushma Kumari,sushma kumari,sage_multilingual,Latn,multi,India,"{""native"": ""sushma kumari""}",[],"{""source_row"": 74301}"
sage-10dbe581b4b7f8e2,Veena Devi (W/O Dinesh Prasad Singh),veena devi wo dinesh prasad singh,sage_multilingual,Latn,multi,India,"{""native"": ""veena devi wo dinesh prasad singh""}",[],"{""source_row"": 74302}"
sage-6c0120febde397d9,Vidya Bhushan,vidya bhushan,sage_multilingual,Latn,multi,India,"{""native"": ""vidya bhushan""}",[],"{""source_row"": 74303}"
sage-5ad3b69023bcf54e,Amit Chaudhary Urf Madhav Chaudhary,amit chaudhary urf madhav chaudhary,sage_multilingual,Latn,multi,India,"{""native"": ""amit chaudhary urf madhav chaudhary""}",[],"{""source_row"": 74304}"
sage-f8b9a2454447982e,Arjun Ray,arjun ray,sage_multilingual,Latn,multi,India,"{""native"": ""arjun ray""}",[],"{""source_row"": 74305}"
sage-beed20c9aec0a98c,Braj Kishor,braj kishor,sage_multilingual,Latn,multi,India,"{""native"": ""braj kishor""}",[],"{""source_row"": 74306}"
sage-2178874bf63e87a0,Chandrika Prasad,chandrika prasad,sage_multilingual,Latn,multi,India,"{""native"": ""chandrika prasad""}",[],"{""source_row"": 74307}"
sage-516c78469e6c4b86,Dharmendr A Kumar,dharmendr a kumar,sage_multilingual,Latn,multi,India,"{""native"": ""dharmendr a kumar""}",[],"{""source_row"": 74308}"
sage-1c1ee158c647b38f,Dr. Junaid Khan,dr junaid khan,sage_multilingual,Latn,multi,India,"{""native"": ""dr junaid khan""}",[],"{""source_row"": 74309}"
sage-0a56ff48ae62fa7f,Jasem Ahamad,jasem ahamad,sage_multilingual,Latn,multi,India,"{""native"": ""jasem ahamad""}",[],"{""source_row"": 74310}"
sage-6894ad19778cfc9d,Lalbabu Paswan,lalbabu paswan,sage_multilingual,Latn,multi,India,"{""native"": ""lalbabu paswan""}",[],"{""source_row"": 74311}"
sage-a528540d3276bbb6,Mahesh Nandan Singh,mahesh nandan singh,sage_multilingual,Latn,multi,India,"{""native"": ""mahesh nandan singh""}",[],"{""source_row"": 74312}"
sage-8754b8656fbdd393,Mohan Sah,mohan sah,sage_multilingual,Latn,multi,India,"{""native"": ""mohan sah""}",[],"{""source_row"": 74313}"
sage-99fbddc580ee57d0,Nand Kishore Gupta,nand kishore gupta,sage_multilingual,Latn,multi,India,"{""native"": ""nand kishore gupta""}",[],"{""source_row"": 74314}"
sage-55ebca9b31c10d14,Raghunath Kumar,raghunath kumar,sage_multilingual,Latn,multi,India,"{""native"": ""raghunath kumar""}",[],"{""source_row"": 74315}"
sage-4f7e25de3d598265,Ramesh Kumar Mishra,ramesh kumar mishra,sage_multilingual,Latn,multi,India,"{""native"": ""ramesh kumar mishra""}",[],"{""source_row"": 74317}"
sage-3df1dbba07736e70,Ravindra Kumar Chandra Urf Dr. Raja Babu,ravindra kumar chandra urf dr raja babu,sage_multilingual,Latn,multi,India,"{""native"": ""ravindra kumar chandra urf dr raja babu""}",[],"{""source_row"": 74318}"
sage-aff230dd300c0650,Shashi Kumar Singh,shashi kumar singh,sage_multilingual,Latn,multi,India,"{""native"": ""shashi kumar singh""}",[],"{""source_row"": 74319}"
sage-160fe2c80eacc58a,Sunil Kumar Pintu,sunil kumar pintu,sage_multilingual,Latn,multi,India,"{""native"": ""sunil kumar pintu""}",[],"{""source_row"": 74320}"
sage-2be1e48f84e398a1,Surendra Kumar,surendra kumar,sage_multilingual,Latn,multi,India,"{""native"": ""surendra kumar""}",[],"{""source_row"": 74321}"
sage-e8eac2eae77bdf05,Thakur Chandan Kumar Singh,thakur chandan kumar singh,sage_multilingual,Latn,multi,India,"{""native"": ""thakur chandan kumar singh""}",[],"{""source_row"": 74322}"
sage-903adb7335895d07,Vinod Sah,vinod sah,sage_multilingual,Latn,multi,India,"{""native"": ""vinod sah""}",[],"{""source_row"": 74323}"
sage-355bf3d8a3508bd4,Abul Kalam Khan,abul kalam khan,sage_multilingual,Latn,multi,India,"{""native"": ""abul kalam khan""}",[],"{""source_row"": 74387}"
sage-a4368761fa96a351,Anand Kumar Maurya,anand kumar maurya,sage_multilingual,Latn,multi,India,"{""native"": ""anand kumar maurya""}",[],"{""source_row"": 74388}"
sage-2f7ab77c1af7c0fa,Anil Kumar Tiwari,anil kumar tiwari,sage_multilingual,Latn,multi,India,"{""native"": ""anil kumar tiwari""}",[],"{""source_row"": 74390}"
sage-410aa8eeef5d78f6,Devendra Prasad Singh,devendra prasad singh,sage_multilingual,Latn,multi,India,"{""native"": ""devendra prasad singh""}",[],"{""source_row"": 74391}"
sage-c7bf9a6e4f46975c,Jagdish Prasad,jagdish prasad,sage_multilingual,Latn,multi,India,"{""native"": ""jagdish prasad""}",[],"{""source_row"": 74392}"
sage-2dae5c29f1339264,Kedar Nath Prasad,kedar nath prasad,sage_multilingual,Latn,multi,India,"{""native"": ""kedar nath prasad""}",[],"{""source_row"": 74393}"
sage-b7d3149b5a082a00,Mukesh Kumar Jha,mukesh kumar jha,sage_multilingual,Latn,multi,India,"{""native"": ""mukesh kumar jha""}",[],"{""source_row"": 74394}"
sage-d7bad58b42a13be0,Nabi Hussain,nabi hussain,sage_multilingual,Latn,multi,India,"{""native"": ""nabi hussain""}",[],"{""source_row"": 74395}"
sage-8f14aac12e78b669,Prabhu Narayan,prabhu narayan,sage_multilingual,Latn,multi,India,"{""native"": ""prabhu narayan""}",[],"{""source_row"": 74396}"
sage-eca77c5af9792b3c,Raj Kumar Parsad,raj kumar parsad,sage_multilingual,Latn,multi,India,"{""native"": ""raj kumar parsad""}",[],"{""source_row"": 74397}"
sage-edd53d2e2a0c2e73,Ram Dayal Prasad,ram dayal prasad,sage_multilingual,Latn,multi,India,"{""native"": ""ram dayal prasad""}",[],"{""source_row"": 74398}"
sage-83d6fdf613216fbd,Rama Devi,rama devi,sage_multilingual,Latn,multi,India,"{""native"": ""rama devi""}",[],"{""source_row"": 74399}"
sage-0e95c9a0d4e620a1,Shamim Alam,shamim alam,sage_multilingual,Latn,multi,India,"{""native"": ""shamim alam""}",[],"{""source_row"": 74400}"
sage-a23641194e9c15a4,Shyam Kumar,shyam kumar,sage_multilingual,Latn,multi,India,"{""native"": ""shyam kumar""}",[],"{""source_row"": 74401}"
sage-52d433bd4420e9c9,Syed Faisal Ali,syed faisal ali,sage_multilingual,Latn,multi,India,"{""native"": ""syed faisal ali""}",[],"{""source_row"": 74402}"
sage-8955532c3ea54fe6,Vijay Nandan Paswan,vijay nandan paswan,sage_multilingual,Latn,multi,India,"{""native"": ""vijay nandan paswan""}",[],"{""source_row"": 74403}"
sage-61261361cfd7cb8b,Abhijit Kumar Singh,abhijit kumar singh,sage_multilingual,Latn,multi,India,"{""native"": ""abhijit kumar singh""}",[],"{""source_row"": 74404}"
sage-a37c64a0e9ab55cd,Abubakar Rahmani,abubakar rahmani,sage_multilingual,Latn,multi,India,"{""native"": ""abubakar rahmani""}",[],"{""source_row"": 74405}"
sage-3107153b7a0c66d6,Anand Kumar Jha,anand kumar jha,sage_multilingual,Latn,multi,India,"{""native"": ""anand kumar jha""}",[],"{""source_row"": 74406}"
sage-9fad4b9d8c1612f5,Anil Kumar Sah,anil kumar sah,sage_multilingual,Latn,multi,India,"{""native"": ""anil kumar sah""}",[],"{""source_row"": 74407}"
sage-8eccf33fcb83c889,Ashok Kumar Yadav,ashok kumar yadav,sage_multilingual,Latn,multi,India,"{""native"": ""ashok kumar yadav""}",[],"{""source_row"": 74408}"
sage-cfad03a34079fa04,Badri Kumar Purbey,badri kumar purbey,sage_multilingual,Latn,multi,India,"{""native"": ""badri kumar purbey""}",[],"{""source_row"": 74409}"
sage-ca3ae137a2052d5f,Dhaneshwa R Mahto,dhaneshwa r mahto,sage_multilingual,Latn,multi,India,"{""native"": ""dhaneshwa r mahto""}",[],"{""source_row"": 74410}"
sage-36e0e2ada2668923,Dr. Shakeel Ahmad,dr shakeel ahmad,sage_multilingual,Latn,multi,India,"{""native"": ""dr shakeel ahmad""}",[],"{""source_row"": 74411}"
sage-eb60ddbddde48f07,Hema Jha,hema jha,sage_multilingual,Latn,multi,India,"{""native"": ""hema jha""}",[],"{""source_row"": 74412}"
sage-66ed711b16467f8b,Md. Khalique Ansari,md khalique ansari,sage_multilingual,Latn,multi,India,"{""native"": ""md khalique ansari""}",[],"{""source_row"": 74413}"
sage-7ac2a122b350e08c,Raju Kumar Raj,raju kumar raj,sage_multilingual,Latn,multi,India,"{""native"": ""raju kumar raj""}",[],"{""source_row"": 74414}"
sage-ce00a3447ae989eb,Ram Swarup Bharti,ram swarup bharti,sage_multilingual,Latn,multi,India,"{""native"": ""ram swarup bharti""}",[],"{""source_row"": 74415}"
sage-59843b7e66b89a34,Ranjit Kumar,ranjit kumar,sage_multilingual,Latn,multi,India,"{""native"": ""ranjit kumar""}",[],"{""source_row"": 74416}"
sage-e08f34f43f6e6f6b,Rekha Ranjan Yadav,rekha ranjan yadav,sage_multilingual,Latn,multi,India,"{""native"": ""rekha ranjan yadav""}",[],"{""source_row"": 74417}"
sage-d7a13014b2230403,Satish Chandra Jha,satish chandra jha,sage_multilingual,Latn,multi,India,"{""native"": ""satish chandra jha""}",[],"{""source_row"": 74418}"
sage-54fa46e0e8a3b7af,Subhash Chandra Jha,subhash chandra jha,sage_multilingual,Latn,multi,India,"{""native"": ""subhash chandra jha""}",[],"{""source_row"": 74419}"
sage-5027c393c016c926,Vidya Sagar Mandal,vidya sagar mandal,sage_multilingual,Latn,multi,India,"{""native"": ""vidya sagar mandal""}",[],"{""source_row"": 74420}"
sage-cb2c0232e906bf7f,Ajay Kumar Sinha,ajay kumar sinha,sage_multilingual,Latn,multi,India,"{""native"": ""ajay kumar sinha""}",[],"{""source_row"": 74429}"
sage-dd72781e92ab82db,Bipin Nath Tiwari Alias Bipin Tiwari,bipin nath tiwari alias bipin tiwari,sage_multilingual,Latn,multi,India,"{""native"": ""bipin nath tiwari alias bipin tiwari""}",[],"{""source_row"": 74430}"
sage-9130ccd2fc81e2b9,Brijesh Kumar Kushwaha,brijesh kumar kushwaha,sage_multilingual,Latn,multi,India,"{""native"": ""brijesh kumar kushwaha""}",[],"{""source_row"": 74431}"
sage-c0af828eb1b3b6c3,Dr. Sanjay Jaiswal,dr sanjay jaiswal,sage_multilingual,Latn,multi,India,"{""native"": ""dr sanjay jaiswal""}",[],"{""source_row"": 74432}"
sage-10fc63e8a34de107,Nafish Ahmad,nafish ahmad,sage_multilingual,Latn,multi,India,"{""native"": ""nafish ahmad""}",[],"{""source_row"": 74433}"
sage-8872c60f5d58a16c,Rakesh Kumar,rakesh kumar,sage_multilingual,Latn,multi,India,"{""native"": ""rakesh kumar""}",[],"{""source_row"": 74434}"
sage-2c8e585e6cd768d8,Ratan Kumar Sarkar,ratan kumar sarkar,sage_multilingual,Latn,multi,India,"{""native"": ""ratan kumar sarkar""}",[],"{""source_row"": 74435}"
sage-55ec2850286418f0,Sanjay Kumar Patel,sanjay kumar patel,sage_multilingual,Latn,multi,India,"{""native"": ""sanjay kumar patel""}",[],"{""source_row"": 74436}"
sage-18f2d6d0864ce6ac,Vikas Kumar Prasad,vikas kumar prasad,sage_multilingual,Latn,multi,India,"{""native"": ""vikas kumar prasad""}",[],"{""source_row"": 74437}"
sage-9ff3249f6b4ecc2e,Ashok Baitha,ashok baitha,sage_multilingual,Latn,multi,India,"{""native"": ""ashok baitha""}",[],"{""source_row"": 74438}"
sage-06165a85dbb4d35e,Ashok Kumar Paswan,ashok kumar paswan,sage_multilingual,Latn,multi,India,"{""native"": ""ashok kumar paswan""}",[],"{""source_row"": 74439}"
sage-a5a16230f7c2f493,Chhedi Paswan,chhedi paswan,sage_multilingual,Latn,multi,India,"{""native"": ""chhedi paswan""}",[],"{""source_row"": 74440}"
sage-fb42b9b533b285cb,Dharmraj Paswan,dharmraj paswan,sage_multilingual,Latn,multi,India,"{""native"": ""dharmraj paswan""}",[],"{""source_row"": 74441}"
sage-47917401a0b947b0,Meira Kumar,meira kumar,sage_multilingual,Latn,multi,India,"{""native"": ""meira kumar""}",[],"{""source_row"": 74443}"
sage-d0eba21ce6c52cf6,Nirmala Devi,nirmala devi,sage_multilingual,Latn,multi,India,"{""native"": ""nirmala devi""}",[],"{""source_row"": 74444}"
sage-e2e038f845bd6646,Raghuni Ram Shastri,raghuni ram shastri,sage_multilingual,Latn,multi,India,"{""native"": ""raghuni ram shastri""}",[],"{""source_row"": 74445}"
sage-d5935e3440b2835a,Rajanikant Choudhary,rajanikant choudhary,sage_multilingual,Latn,multi,India,"{""native"": ""rajanikant choudhary""}",[],"{""source_row"": 74446}"
sage-e180b8d34b594e60,Ramekbal Ram,ramekbal ram,sage_multilingual,Latn,multi,India,"{""native"": ""ramekbal ram""}",[],"{""source_row"": 74447}"
sage-eaac372034f7ac36,Satya Narayan Paswan,satya narayan paswan,sage_multilingual,Latn,multi,India,"{""native"": ""satya narayan paswan""}",[],"{""source_row"": 74448}"
sage-2e85c1919693f1dc,Satya Narayan Ram,satya narayan ram,sage_multilingual,Latn,multi,India,"{""native"": ""satya narayan ram""}",[],"{""source_row"": 74449}"
sage-478aa9ec6cf6c4df,Vidya Jyoti,vidya jyoti,sage_multilingual,Latn,multi,India,"{""native"": ""vidya jyoti""}",[],"{""source_row"": 74450}"
sage-0a642a14d6f13391,Abhishek Priyadarshi,abhishek priyadarshi,sage_multilingual,Latn,multi,India,"{""native"": ""abhishek priyadarshi""}",[],"{""source_row"": 74451}"
sage-65a1eacf5f1e3860,Ajay Kumar Mandal,ajay kumar mandal,sage_multilingual,Latn,multi,India,"{""native"": ""ajay kumar mandal""}",[],"{""source_row"": 74452}"
sage-cefe3b3fa5493b41,Deepak Kumar,deepak kumar,sage_multilingual,Latn,multi,India,"{""native"": ""deepak kumar""}",[],"{""source_row"": 74453}"
