record_id,raw_name,canonical_name,dataset,script,language_hint,country,variants_json,warnings_json,metadata_json
sage-a8b392dc55803d0f,Abdul Basir Sarwari,abdul basir sarwari,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul basir sarwari""}",[],"{""source_row"": 2}"
sage-3abb7aec34a5acdb,Abdul Jabar Forqani,abdul jabar forqani,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul jabar forqani""}",[],"{""source_row"": 3}"
sage-7c13d45ecd2287a3,Abdul Latif Pedram,abdul latif pedram,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul latif pedram""}",[],"{""source_row"": 4}"
sage-99f9613d0b27d657,Abdul Naser Ansar,abdul naser ansar,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul naser ansar""}",[],"{""source_row"": 5}"
sage-9e1f8e90d2bcae26,Abdul Rauf Enaami,abdul rauf enaami,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul rauf enaami""}",[],"{""source_row"": 6}"
sage-65c277b3e38cb0bc,Abdul Saboor Sahib,abdul saboor sahib,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul saboor sahib""}",[],"{""source_row"": 7}"
sage-48d0e380c46ed3a0,Abdul Samad Yaftali,abdul samad yaftali,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul samad yaftali""}",[],"{""source_row"": 8}"
sage-bbbaca2926ccfbdc,Abdul Shokor Waqef Hakimi,abdul shokor waqef hakimi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul shokor waqef hakimi""}",[],"{""source_row"": 9}"
sage-5e3523f3358e8b85,Abdul Wali Neyazi,abdul wali neyazi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul wali neyazi""}",[],"{""source_row"": 10}"
sage-ee32fd4dbddc0378,Alhaj Abdul Rahman Ebrat,alhaj abdul rahman ebrat,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""alhaj abdul rahman ebrat""}",[],"{""source_row"": 11}"
sage-1cabb06389067ffe,Alhaj Baaz Mohammad Ahmadi,alhaj baaz mohammad ahmadi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""alhaj baaz mohammad ahmadi""}",[],"{""source_row"": 12}"
sage-8998d523c0a6d6d5,Alhaj Sayed Basir Ahmadi,alhaj sayed basir ahmadi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""alhaj sayed basir ahmadi""}",[],"{""source_row"": 13}"
sage-f324ac03f6ab0851,Amanuddin Atef,amanuddin atef,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""amanuddin atef""}",[],"{""source_row"": 14}"
sage-64fae392b776bb49,Amanullah Paiman,amanullah paiman,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""amanullah paiman""}",[],"{""source_row"": 15}"
sage-e0083f650e945c08,Amir Shah Daakhanda,amir shah daakhanda,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""amir shah daakhanda""}",[],"{""source_row"": 16}"
sage-e8dfd38d8a614e96,Amruddin Yamin,amruddin yamin,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""amruddin yamin""}",[],"{""source_row"": 17}"
sage-9173b65c96d12dbb,Azimullah Azimi,azimullah azimi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""azimullah azimi""}",[],"{""source_row"": 18}"
sage-cc96089810632880,Baba Jaan Hussaini,baba jaan hussaini,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""baba jaan hussaini""}",[],"{""source_row"": 19}"
sage-c8d6c244aeeb32bc,Basira Moheb,basira moheb,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""basira moheb""}",[],"{""source_row"": 20}"
sage-156d836f5b697b12,Dawlat Mohammad Farzad,dawlat mohammad farzad,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""dawlat mohammad farzad""}",[],"{""source_row"": 21}"
sage-acf87a4a51bd4465,Dr Ahmad Zia Yaftali,dr ahmad zia yaftali,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""dr ahmad zia yaftali""}",[],"{""source_row"": 22}"
sage-be93847a8486870f,Dr Attiqullah Basiri,dr attiqullah basiri,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""dr attiqullah basiri""}",[],"{""source_row"": 23}"
sage-32574a6c93dd44ed,Dr Nahid Dawar,dr nahid dawar,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""dr nahid dawar""}",[],"{""source_row"": 24}"
sage-b8ac53fb361f7489,Dr Sebghatullah Khaksar,dr sebghatullah khaksar,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""dr sebghatullah khaksar""}",[],"{""source_row"": 25}"
sage-f9fc49b37de0cb9d,Farid Ahmad Rahimi,farid ahmad rahimi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""farid ahmad rahimi""}",[],"{""source_row"": 26}"
sage-16aefb2cd9294aeb,Fazel Azim Zalmai Mujadedi,fazel azim zalmai mujadedi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""fazel azim zalmai mujadedi""}",[],"{""source_row"": 27}"
sage-44b888ce6654859f,Hafizullah Hamgam,hafizullah hamgam,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""hafizullah hamgam""}",[],"{""source_row"": 28}"
sage-e764b26c5d1cbbc5,Haji Abdul Qadir,haji abdul qadir,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""haji abdul qadir""}",[],"{""source_row"": 29}"
sage-038d1cb5666da776,Haji Mohammad Yaqoob Esmati,haji mohammad yaqoob esmati,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""haji mohammad yaqoob esmati""}",[],"{""source_row"": 30}"
sage-c0e1df5e9da07c9f,Haji Mohammad Zaher Yaftali,haji mohammad zaher yaftali,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""haji mohammad zaher yaftali""}",[],"{""source_row"": 31}"
sage-b7adcff11a745679,Hujatullah Kheradmand,hujatullah kheradmand,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""hujatullah kheradmand""}",[],"{""source_row"": 32}"
sage-e9aa81128c5c9fe3,Iran Gull Saihon,iran gull saihon,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""iran gull saihon""}",[],"{""source_row"": 33}"
sage-f85c1f0dc0363fbb,Junaidullah Aini,junaidullah aini,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""junaidullah aini""}",[],"{""source_row"": 34}"
sage-6e1890ff7802ecbb,Khalid Walizada,khalid walizada,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""khalid walizada""}",[],"{""source_row"": 35}"
sage-4eddf996e498af6c,Kubra Dehqan,kubra dehqan,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""kubra dehqan""}",[],"{""source_row"": 36}"
sage-daa0741d62e0056a,Lal Mohammad Badakhsh,lal mohammad badakhsh,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""lal mohammad badakhsh""}",[],"{""source_row"": 37}"
sage-87e7108f30d18635,Marzia Ahmadi,marzia ahmadi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""marzia ahmadi""}",[],"{""source_row"": 38}"
sage-d031e7caeb6b2f8a,Mawla Nazar Haqdost,mawla nazar haqdost,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mawla nazar haqdost""}",[],"{""source_row"": 39}"
sage-b9127cab78331851,Mawlawi Abdul Tawab Qazaizadah,mawlawi abdul tawab qazaizadah,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mawlawi abdul tawab qazaizadah""}",[],"{""source_row"": 40}"
sage-b15b76b6017181b3,Mawlawi Zabiullah Attiq,mawlawi zabiullah attiq,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mawlawi zabiullah attiq""}",[],"{""source_row"": 41}"
sage-5ceb1933605fc965,Mohammad Amin Khuramji,mohammad amin khuramji,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad amin khuramji""}",[],"{""source_row"": 42}"
sage-267ef5180531147a,Mohammad Islam Yaftali,mohammad islam yaftali,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad islam yaftali""}",[],"{""source_row"": 43}"
sage-618be37ec2d3eb71,Mohammad Ismail,mohammad ismail,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad ismail""}",[],"{""source_row"": 44}"
sage-3a31e473a1341949,Mohammad Nabi Qate,mohammad nabi qate,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad nabi qate""}",[],"{""source_row"": 45}"
sage-4434dc9949d72587,Mohammad Reza Salimi,mohammad reza salimi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad reza salimi""}",[],"{""source_row"": 46}"
sage-d320f3465330f7d3,Mohammad Sardar Sarwari,mohammad sardar sarwari,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad sardar sarwari""}",[],"{""source_row"": 47}"
sage-8538ed1314cd458b,Mohammad Sediq Karim,mohammad sediq karim,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad sediq karim""}",[],"{""source_row"": 48}"
sage-70e6cd8306af1ce5,Mohammad Zaker,mohammad zaker,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad zaker""}",[],"{""source_row"": 49}"
sage-0141532b06ee53fd,Mohammad Zekrya Sawda,mohammad zekrya sawda,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad zekrya sawda""}",[],"{""source_row"": 50}"
sage-22bc11cb70493060,Mufti Hafiz Rahman Naqi,mufti hafiz rahman naqi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mufti hafiz rahman naqi""}",[],"{""source_row"": 51}"
sage-b5b0cdbd1c14b177,Musa Sultani,musa sultani,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""musa sultani""}",[],"{""source_row"": 52}"
sage-d0b18950fb236661,Mustafa Qul Mirzad,mustafa qul mirzad,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mustafa qul mirzad""}",[],"{""source_row"": 53}"
sage-64001fd61b3e0d70,Nazri Mohammad Niromand,nazri mohammad niromand,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""nazri mohammad niromand""}",[],"{""source_row"": 54}"
sage-4e9fd09185bcbc08,Nilofar Ibrahimi,nilofar ibrahimi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""nilofar ibrahimi""}",[],"{""source_row"": 55}"
sage-cea0feddd143f339,Noorulhaq Aref,noorulhaq aref,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""noorulhaq aref""}",[],"{""source_row"": 56}"
sage-076c5f3dd069a75f,Qazi Emaduddin Emad,qazi emaduddin emad,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""qazi emaduddin emad""}",[],"{""source_row"": 57}"
sage-b326a46a2aaca1e6,Qurban Ali Hamzi,qurban ali hamzi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""qurban ali hamzi""}",[],"{""source_row"": 58}"
sage-768e68d63d959f90,Safiullah Muslim,safiullah muslim,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""safiullah muslim""}",[],"{""source_row"": 59}"
sage-6a74bee0d07cf729,Saifullah Sharifi,saifullah sharifi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""saifullah sharifi""}",[],"{""source_row"": 60}"
sage-2ea5d84e550fd4a1,Sakhidad Haidari,sakhidad haidari,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""sakhidad haidari""}",[],"{""source_row"": 61}"
sage-0e2bffde82e9a4ec,Salahuddin Nazari,salahuddin nazari,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""salahuddin nazari""}",[],"{""source_row"": 62}"
sage-1b726bfaf31609fe,Samiullah Zahori,samiullah zahori,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""samiullah zahori""}",[],"{""source_row"": 63}"
sage-ce999f1fe35b64c6,Sayed Abdul Qader Mudadedi,sayed abdul qader mudadedi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""sayed abdul qader mudadedi""}",[],"{""source_row"": 64}"
sage-29d6ff5e38a4141f,Sayed Haidar Haidari,sayed haidar haidari,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""sayed haidar haidari""}",[],"{""source_row"": 65}"
sage-393cb3892073952a,Sayed Khairuddin Sayad,sayed khairuddin sayad,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""sayed khairuddin sayad""}",[],"{""source_row"": 66}"
sage-d55577c3ceff6b8f,Sayed Qamaruddin,sayed qamaruddin,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""sayed qamaruddin""}",[],"{""source_row"": 67}"
sage-8cbf1ed38a50bbb7,Sayed Umran,sayed umran,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""sayed umran""}",[],"{""source_row"": 68}"
sage-571d8d8d0dd62c34,Shah Abdul Ahad Afzali,shah abdul ahad afzali,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""shah abdul ahad afzali""}",[],"{""source_row"": 69}"
sage-a7ee529b6825b9e3,Sultan Mohammad Awrang,sultan mohammad awrang,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""sultan mohammad awrang""}",[],"{""source_row"": 70}"
sage-bf9631c3ace6b5ef,Tamkin Sharifi,tamkin sharifi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""tamkin sharifi""}",[],"{""source_row"": 71}"
sage-00451f94b332ee7e,Ustori Yazdan Parast,ustori yazdan parast,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""ustori yazdan parast""}",[],"{""source_row"": 72}"
sage-7cd1f6bd2b48190e,Ziaulhaq Burhani,ziaulhaq burhani,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""ziaulhaq burhani""}",[],"{""source_row"": 73}"
sage-7e0776ad139ab20d,Ziauddin Waseq,ziauddin waseq,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""ziauddin waseq""}",[],"{""source_row"": 74}"
sage-b82dc3d44bc71bf0,Abdul Mosawer Obaid,abdul mosawer obaid,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul mosawer obaid""}",[],"{""source_row"": 75}"
sage-bfe5652982aae89a,Sadiqa Adib,sadiqa adib,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""sadiqa adib""}",[],"{""source_row"": 76}"
sage-28ebb85655d875ad,Alhaj Safar Mohammad Mubarez,alhaj safar mohammad mubarez,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""alhaj safar mohammad mubarez""}",[],"{""source_row"": 77}"
sage-082c2ad26b57dda2,Abdul Basir Osmani,abdul basir osmani,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul basir osmani""}",[],"{""source_row"": 154}"
sage-9f6c39ec14622adf,Abdul Ghafoor Mahmoodi,abdul ghafoor mahmoodi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul ghafoor mahmoodi""}",[],"{""source_row"": 155}"
sage-2ef94bff5c1bd7c6,Abdul Qader Berget Surkhabi,abdul qader berget surkhabi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul qader berget surkhabi""}",[],"{""source_row"": 156}"
sage-4c62bf699d7b3b94,Abdullah Mawlawizada,abdullah mawlawizada,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdullah mawlawizada""}",[],"{""source_row"": 157}"
sage-c1ab8ff1c9a3b60e,Alhaj Abdul Hamid Khalil,alhaj abdul hamid khalil,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""alhaj abdul hamid khalil""}",[],"{""source_row"": 158}"
sage-22702734dc1448fd,Alhaj Qazi Abdul Rahim Rahin,alhaj qazi abdul rahim rahin,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""alhaj qazi abdul rahim rahin""}",[],"{""source_row"": 159}"
sage-9c13dcdb72cb4346,Amir Shah Nayebzada,amir shah nayebzada,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""amir shah nayebzada""}",[],"{""source_row"": 160}"
sage-c75b525754490546,Assadullah Nomani Kakar,assadullah nomani kakar,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""assadullah nomani kakar""}",[],"{""source_row"": 161}"
sage-eb1f3ca269b91de9,Fahima Komak,fahima komak,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""fahima komak""}",[],"{""source_row"": 162}"
sage-ebce9641b1bb3086,Haji Nasrullah Amin,haji nasrullah amin,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""haji nasrullah amin""}",[],"{""source_row"": 163}"
sage-1ead5c7ce7dbaebb,Haji Sayed Mohammad Ghamgin,haji sayed mohammad ghamgin,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""haji sayed mohammad ghamgin""}",[],"{""source_row"": 164}"
sage-81247257f27720b4,Halima Rahpaima,halima rahpaima,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""halima rahpaima""}",[],"{""source_row"": 165}"
sage-d58947c8185bfcdb,Mirwais Rahmani,mirwais rahmani,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mirwais rahmani""}",[],"{""source_row"": 166}"
sage-2e02b63f1038cf4e,Mohammad Asef Aimaq,mohammad asef aimaq,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad asef aimaq""}",[],"{""source_row"": 167}"
sage-63f429c7a30e06a3,Mohammad Haidar Sharifi,mohammad haidar sharifi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad haidar sharifi""}",[],"{""source_row"": 168}"
sage-2bad0d406ed6048a,Mohammad Musa Hujom,mohammad musa hujom,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad musa hujom""}",[],"{""source_row"": 169}"
sage-d8da064e68d1c1fb,Mubark Khan Azizyar,mubark khan azizyar,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mubark khan azizyar""}",[],"{""source_row"": 170}"
sage-0ba652b21051d23b,Muslima Shirzad,muslima shirzad,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""muslima shirzad""}",[],"{""source_row"": 171}"
sage-b138190daf3a0e6c,Nazir Ahmad Azimi,nazir ahmad azimi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""nazir ahmad azimi""}",[],"{""source_row"": 172}"
sage-d569feec3247f065,Peghla Ziagull Habibi,peghla ziagull habibi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""peghla ziagull habibi""}",[],"{""source_row"": 173}"
sage-56dfc7e3de56bed8,Ramazan Sakhizadah,ramazan sakhizadah,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""ramazan sakhizadah""}",[],"{""source_row"": 174}"
sage-f1a5502eed8fb274,Sayed Mohammad Musa Jenab Nemati,sayed mohammad musa jenab nemati,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""sayed mohammad musa jenab nemati""}",[],"{""source_row"": 175}"
sage-788a191b9b7a9e17,Sayed Naqibullah Sediqi,sayed naqibullah sediqi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""sayed naqibullah sediqi""}",[],"{""source_row"": 176}"
sage-d7e4b0971475f368,Shafiqa Faizi,shafiqa faizi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""shafiqa faizi""}",[],"{""source_row"": 177}"
sage-87db1f9fbe86899a,Ustad Farida Bekzad,ustad farida bekzad,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""ustad farida bekzad""}",[],"{""source_row"": 178}"
sage-a99992472661dcba,Ustad Ghullam Sarwar Fayez,ustad ghullam sarwar fayez,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""ustad ghullam sarwar fayez""}",[],"{""source_row"": 179}"
sage-64eed9f46eeb3bd6,Ustad Nadia Hotak,ustad nadia hotak,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""ustad nadia hotak""}",[],"{""source_row"": 180}"
sage-b3b08dbe510005ca,Wakil Safia Aimaq,wakil safia aimaq,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""wakil safia aimaq""}",[],"{""source_row"": 181}"
sage-ae5e72151c581f5f,Ziauddin Akazai,ziauddin akazai,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""ziauddin akazai""}",[],"{""source_row"": 182}"
sage-60101faeadd05871,Alhaj Dr Abdul Aziz Tariq,alhaj dr abdul aziz tariq,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""alhaj dr abdul aziz tariq""}",[],"{""source_row"": 183}"
sage-f1da7b1492e897d3,Mawlawi Abdul Baset Saarem,mawlawi abdul baset saarem,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mawlawi abdul baset saarem""}",[],"{""source_row"": 184}"
sage-61fa78f3094d3a37,Abdul Qader Kuchi,abdul qader kuchi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""abdul qader kuchi""}",[],"{""source_row"": 185}"
sage-8cb74a59d9fe627a,Afridi Kuchi,afridi kuchi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""afridi kuchi""}",[],"{""source_row"": 186}"
sage-c3dc9e11e442ad35,Alhaj Haidar Jan Nayemzoi,alhaj haidar jan nayemzoi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""alhaj haidar jan nayemzoi""}",[],"{""source_row"": 187}"
sage-3fababc803d1e5c4,Alhaj Shah Wazir Tarakhel,alhaj shah wazir tarakhel,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""alhaj shah wazir tarakhel""}",[],"{""source_row"": 188}"
sage-c0bf6e225d990ea6,Amanullah Ahmadzai,amanullah ahmadzai,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""amanullah ahmadzai""}",[],"{""source_row"": 189}"
sage-6fb82ec2146cc6d9,Assadullah Ahmadzai,assadullah ahmadzai,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""assadullah ahmadzai""}",[],"{""source_row"": 190}"
sage-b1e5998383a02026,Awal Gull Ahmadzai,awal gull ahmadzai,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""awal gull ahmadzai""}",[],"{""source_row"": 191}"
sage-215336ff9fb5b1cf,Bibi Lailuma,bibi lailuma,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""bibi lailuma""}",[],"{""source_row"": 192}"
sage-1b5c8cf3667d7d4b,Dawa khan Minapal,dawa khan minapal,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""dawa khan minapal""}",[],"{""source_row"": 193}"
sage-d4576f3f9743fe9b,Delawar Faizan,delawar faizan,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""delawar faizan""}",[],"{""source_row"": 194}"
sage-36b983caf6fb8ad3,Dr Mansoor Mullakhel,dr mansoor mullakhel,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""dr mansoor mullakhel""}",[],"{""source_row"": 195}"
sage-416685df64b66071,Ezat Khan Ahmadzai,ezat khan ahmadzai,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""ezat khan ahmadzai""}",[],"{""source_row"": 196}"
sage-23c3331774e7996a,Farahnaz Durani,farahnaz durani,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""farahnaz durani""}",[],"{""source_row"": 197}"
sage-b33a89b9b6be170a,Farzana Kuchi,farzana kuchi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""farzana kuchi""}",[],"{""source_row"": 198}"
sage-41c30c67114d1f7a,Habib Rahman Afghan,habib rahman afghan,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""habib rahman afghan""}",[],"{""source_row"": 199}"
sage-3608a22cc825962f,Haji Enayatullah Sahraye,haji enayatullah sahraye,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""haji enayatullah sahraye""}",[],"{""source_row"": 200}"
sage-22bd1a6f534703f3,Haji Ghullam Nabi Kharoti,haji ghullam nabi kharoti,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""haji ghullam nabi kharoti""}",[],"{""source_row"": 201}"
sage-fd3e06b35550f884,Haji Khan Mohammad Ahmadzoi,haji khan mohammad ahmadzoi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""haji khan mohammad ahmadzoi""}",[],"{""source_row"": 202}"
sage-1da3acc08161cdd3,Haji parwiz Arabzadah,haji parwiz arabzadah,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""haji parwiz arabzadah""}",[],"{""source_row"": 203}"
sage-f19be1a44b2566e6,Hamida Ahmadzai,hamida ahmadzai,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""hamida ahmadzai""}",[],"{""source_row"": 204}"
sage-9aa535520c881482,Karima Shamrez Hotak,karima shamrez hotak,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""karima shamrez hotak""}",[],"{""source_row"": 205}"
sage-f18cd7e8d96630fa,Khan Wali Ahmadzai,khan wali ahmadzai,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""khan wali ahmadzai""}",[],"{""source_row"": 206}"
sage-a83679ca036202a8,Khanzada Afghan,khanzada afghan,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""khanzada afghan""}",[],"{""source_row"": 207}"
sage-c3b9df645bc37a54,Mariam Sulaimankhel,mariam sulaimankhel,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mariam sulaimankhel""}",[],"{""source_row"": 208}"
sage-161ecd970b6a20b1,Mirwais Hussainkhel,mirwais hussainkhel,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mirwais hussainkhel""}",[],"{""source_row"": 209}"
sage-99736bb9d6952560,Mirwais Salam,mirwais salam,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mirwais salam""}",[],"{""source_row"": 210}"
sage-873168626485c915,Mohammad Khan Katawazai,mohammad khan katawazai,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad khan katawazai""}",[],"{""source_row"": 211}"
sage-434ea2e4c4efdcd0,Mohammad Musa Ibrahimkhel,mohammad musa ibrahimkhel,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad musa ibrahimkhel""}",[],"{""source_row"": 212}"
sage-6b06d85d2ec8ae50,Mohammad Nabi Kuchi,mohammad nabi kuchi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad nabi kuchi""}",[],"{""source_row"": 213}"
sage-c0794e3153fd570a,Mohammad Rasool Qalatwal,mohammad rasool qalatwal,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad rasool qalatwal""}",[],"{""source_row"": 214}"
sage-3f802a6a3efa4306,Mohammad Sediq Kuchi,mohammad sediq kuchi,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad sediq kuchi""}",[],"{""source_row"": 215}"
sage-9fc0014275baa22d,Mohammad Yousuf Saber,mohammad yousuf saber,sage_multilingual,Latn,fa/ps,Afghanistan,"{""native"": ""mohammad yousuf saber""}",[],"{""source_row"": 216}"
